('盲目没有方向吗？指导后市如何操作，投资股票可以加wei信：371540346，指导买卖点和解套方法！方正证券(sh601901) 亚夏汽车(sz002607) 金信诺(sz300252) 旗滨集团(sh601636) 江苏国信(sz002608) 捷顺科技(sz002609)', '2018-07-24 14:06:02')
('#投资达人说# #今日看盘# @微博股票 $亚夏汽车 sz002607$ $京东方Ａ sz000725$ 看看外围市场的情况吧,市场权衡国际贸易关系进展,其中美国与欧盟贸易关系可能得到改善,美股涨跌互现，纳指再创新高,道指七日连跌创去年3月以来最长连跌记录,市场反弹初始，大家信心还是不足，大家 ...展开全文c', '2018-06-20 21:24:10')
('昨日盘面上反弹的主角基本上都是情绪性脉冲的个股，能情绪性脉冲的个股市值小且成交量小易拉起是前提，论情绪炒作次新自然是重点，次新从来就是情绪性最突出的板块。@微博股票 #今日看盘# $中兴通讯 sz000063$ #投资达人说 # $亚夏汽车 sz002607$', '2018-06-20 21:18:09')
('【著名游资动向观察】华鑫乐清双雁路：介入泛填权+物联网友讯达止损次新汉嘉设计华鑫即墨山路：介入次新南京证券新时达宜昌东山大道： ...展开全文c', '2018-06-20 21:18:01')
('发表了博文《受益借壳亚夏汽车股价暴涨中公教育三年39亿利润赌未来》最近A股指数持续走低，与大盘走势形成鲜明对比的则是，5月下旬复牌的亚夏汽车，凭借中公教育借壳利好，股价一路飙涨，十六个交易日收获十四个|受益借壳亚...', '2018-06-20 21:14:08')
('#投资达人说# #今日看盘# @微博股票 $亚夏汽车 sz002607$ $京东方Ａ sz000725$ 中、日、英、加、俄19国同时减持美债 其中俄罗斯直接抛售了持有的一半美债，显然俄罗斯在去美元化；日本减持幅度最大最持续，各国都在加大抛售美债收回对美元投资，如果各国抛售美债都像俄罗斯那样 ...展开全文c', '2018-06-20 21:13:16')
('【周三热点复盘】军工：红宇新材、猛狮科技、新余国科、中航三鑫、中航电子、英飞拓、火炬电子钢铁：西宁特钢、八一钢铁、首钢股份、柳钢股份泛填权：集泰股份、超频三、跃岭股份、泰永长征、友讯达、昭衍新药、泰合健康、川金诺、中大力德医药：大理药业、昭衍新药、泰合健康、泰格医药并购重组 ...展开全文c', '2018-06-20 21:13:10')
('涨停板以N天内2板的票居多，其实就在于股性被激活过的票情绪被调动起来更容易。盘面情绪化依然突出，散户的记忆只有3秒，周二还在抢卖而周三立马加入到抢买的大军，很多股涨起来都是无量脉冲@微博股票 #今日看盘# $中兴通讯 sz000063$ #投资达人说 # $亚夏汽车 sz002607$', '2018-06-20 21:12:57')
('AI芯片独角兽寒武纪获数亿美元融资，据媒体20日报道，寒武纪宣布完成数亿美元B轮融资，本轮融资由中国国有资本风险投资基金、国新启迪、国投创业、国新资本联合领投，原股东元禾原点、国科投资、阿里巴巴创新投、中科图灵等继续跟投支持。该轮融资后，寒武纪整体估值达25亿美元。#今日看盘# ...展开全文c', '2018-06-20 21:04:11')
('现在生态恶劣在于，打板掉下来，第二天经常是负九开盘的，就是核按钮。而且最近几个龙头，宏川智慧，天地板加核按钮，东方嘉盛涨停到负五加核按钮，亚夏汽车，两个核按钮。总龙头出货都是用核按钮的，以前赌龙头失败了还可以全身而退，顶多小亏几个点，至于总龙头，以前 ...展开全文c', '2018-06-20 21:01:30')
('#投资达人说# #今日看盘# @微博股票 $亚夏汽车 sz002607$ $京东方Ａ sz000725$ 昨日两市超跌反弹，板块个股普涨，50只个股涨停，但闪崩杀跌个股依然不少，还有超过50只个股跌停，两市成交量有萎缩，属于缩量反弹，建议投资者还是依照下跌中继对待，管住手安心休息，依然是看 ...展开全文c', '2018-06-20 20:58:26')
('全天指数超跌反弹，指数触及2870附近开始反弹。下午主要是以次新股，高送转和超跌推动了整个市场的反弹。特别前高送转龙头超频三今天振幅20个点封板涨停把市场的氛围带上了高潮。反观前期龙头亚夏汽车也是跌停拉伸到涨停附近,不过收盘时已经变绿。这里面有各方面原因如盘口大小，题材以及抛压等等因 ...展开全文c', '2018-06-20 20:49:55')
('$亚夏汽车 sz002607$ 和$超频三 sz300647$ 这两只都是盘面最强的个股，超频三早盘率先开板，亚夏汽车接着才跟着开板，这个细节也说明今天亚夏只能是跟风性质，为何最强的变为跟风了？一个估计盘子比较大，其次阶段涨幅比较大，再者今天高送转板块是热点！这估计一开盘之后需要做出全天的分析选股，假如 ...展开全文c', '2018-06-20 20:20:25')
('关注股池新股：药明康德、深信服、汉嘉设计、欣锐科技、福达合金送转预期+业绩：金奥博、岱勒新材、中大力德、新余国科贸易战：跃岭股份、阿科力、晓程科技其它：红宇新材、集泰股份、远望谷、猛狮科技、亚夏汽车、超频三', '2018-06-20 19:35:03')
('A股唯一“不骗散户”的成交量顺口溜，牢记5条你离股神就不远了！$亚夏汽车 sz002607$ $路畅科技 sz002813$ $南京证券 sh601990$ $宏川智慧 sz002930$ 论A股堂的...', '2018-06-20 12:21:37')
('今日大盘：大盘回踩昨日低点后反弹，超跌反弹，主线不明确，空间一般有限；盘面属于普涨性质，核心带人气的个股有红宇新材、集泰股份、泰永长征、通用股份、新余国科、名家汇等；大长腿超频三；超级人气股亚夏汽车跌停冲板回落。今天最大的特点就是热点太多，反而没有热点。#今日看盘# ...展开全文c', '2018-06-20 11:37:49')
('收市，弱发弹，12.24拿了亚夏汽车，明有无机会吃肉?', '2018-06-20 11:00:58')
('龙头亚夏汽车今天早上60w手封单压死，小弟深深宝a，中原特钢都开始陆续反弹了，亚夏汽车花了很长的时间的放量最后才翘开来了，因为一开始翘单的阶段，大单根本没撤单，几个万手的都是直接顶着卖出去的，最后在24才撬开，但是没多久就回封了，午后在超频三的带动下一度拉起来，但是身位已经被卡掉了，尾 ...展开全文c', '2018-06-20 10:53:03')
('第一阶段风险基本释放完毕，现在有几个题材主线，重组，亚夏汽车头，300345.002161，高传送，钢铁做的是超跌反弹，还是等第二步才可以看出主线，之前一直担心次新没有下来，现在也到了第一步。', '2018-06-20 10:40:52')
('明日策略：今日割完亚夏汽车和cp3，下午都是冲击涨停板，对于这两只票我都不看好。今日都是强烈建议出局了，你们看看明日亚夏汽车就知道了，尾盘回落那么多，欢乐海岸都出局，明日大概率跌停。对于抄底来说，不是抄底这些票，还是去低吸先锋板块的个股，今日感觉最好的是次新股，对于超低股这个主线， ...展开全文c', '2018-06-20 10:39:26')
('|股指迎来反... \ue627 今日看盘\ue627 投资达人说 $亚夏汽车 sz002607$ $超频三 sz300647$ $华谊兄弟 sz300027$ @微博股票', '2018-06-20 10:09:15')
('明日策略：虽然今天有地天板，看起来好像很牛，但是超频三实际上只是一个情绪套利，前面红宇新材、猛狮科技已经把场子做热起来了，超频三只是顺势而已和亚夏汽车一样明天不要去接。场面上新热点没有，基本上涨停都热门股的反包或者N字板，这里就是博弈，情绪套利，利用人气，利用心里去打造涨停， ...展开全文c', '2018-06-20 09:57:23')
('6.20古龙复盘：你们关心的都在这里，不看一定会后悔网页链接原创： 帅帅的古龙 古龙猎庄 今天PS：强烈建议老铁们把公众号置顶首位，如此精良的复盘文章，如此极致的龙头模式，任何一个做短线的小伙伴都应该把古龙的公众号置顶首位散言碎语      ...展开全文c', '2018-06-20 09:17:54')
('今天比较好的一点是，V起来了，但是没有V的过火，毕竟量能有限，V过火了反而会适得其反，市场大病初愈，先走缓步修复的路线比较适合，大家也要耐心对待。\ue627 今日看盘 \ue627 投资达人说 #亚夏汽车 sz002607[股票]# #超频三 sz300647[股票]# @微博股票', '2018-06-20 08:57:34')
('市场稳住开始尝试反弹是曙光初现，但短期依旧先看超跌反弹，并没有到改三观的时候，尾盘的回落也是资金差价的结果，操作上先滚动差价，不急于下重手，等底部牢固了再下重手也不迟。\ue627 今日看盘 \ue627 投资达人说 #亚夏汽车 sz002607[股票]# #超频三 sz300647[股票]# @微博股票', '2018-06-20 08:53:35')
('龙虎榜：广州体育东路1358万打板超频三 欢乐海岸逢高出货亚夏汽车更多龙虎榜深度解读，欢迎订阅龙虎榜高级席位数据：网页链接', '2018-06-20 08:51:52')
('北讯集团公告，公司全资下属公司天津北讯、深圳北讯、上海北讯、广东北讯分别于4月、6月与天津衡信科技签订了系列《无线移动宽带数据通信系统无线网项目合同书》，共计26份合同，金额合计15.31亿元。@微博股票 #今日看盘# $亚夏汽车 sz002607$ #投资达人说 # $华谊兄弟 sz300027$', '2018-06-20 08:15:51')
('发布了头条文章：《点股成精之焦化、药明、亚夏》 山西焦化无疑是近期受关注比较多的个股之一了，后市如何老道已在文中阐明清楚，亚夏汽车真的要凉？个股利害帮你把控，这期我们就一起来看$山西焦化 sh600740$ 、$亚夏汽车 sz002607$ 、$药明康德 sh603259$ #投资达人说# #今日看盘# ...展开全文c', '2018-06-20 08:02:27')
('只战略配售基金的合计募集金额或已超过1000亿元，而且单只基金的规模已经超过100亿，2只基金规模或超200亿。不过，上述诸项数据均来源于渠道人士，未能从相关基金公司处获得求证，可能会与实际情况存在偏差，一切以成立公告为准。@微博股票 #今日看盘# $亚夏汽车 sz002607$ #投资达人说 # ...展开全文c', '2018-06-20 07:42:16')
('富邦股份公告，公司实施配股，拟向全体股东按照每10股配3股的比例配售A股股份。6月21日至6月27日为本次配股缴款期，公司股票停牌；6月28日为登记公司网上清算期，公司股票继续停牌一天；公司股票将于6月29日起复牌。#今日看盘##投资达人说 # $亚夏汽车 sz002607$ @微博股票 $华谊兄弟 sz300027$', '2018-06-20 07:36:54')
('特力张《记住这碗面》之亚夏汽车 特力张的秒...', '2018-06-20 07:36:36')
('#敲黑板,划重点# 【十类股票不宜买(一)】—高位放量的股票不宜买案例解读：$科华控股 sh603161$ $工业富联 sh601138$ $亚夏汽车 sz002607$ 股海知马力...', '2018-06-20 07:36:03')
('#今日看盘# 中环环保价值评估及操作指南(2018年06月20日)今日点评：短期趋势下降，中期趋势震荡→；短期压力位30.17元，支撑位23.63元，量价配合度-10.81，处于价跌量增的状态；个股综合评级☆，技术趋势极为弱势。操作建议：控制仓位，静待趋势进一步明#牛股推荐# #中欣氟材 sz002915[股票]# ...展开全文c', '2018-06-20 07:34:38')
('盘面回顾今日市场继续呈现缩量反抽的格局，两市各大指数虽再次低开，随后向上震荡运行，市场情绪明显回温，券商、钢铁板块领衔本次反弹，资金在市场不稳的情况下，选择了一些低估值的行业试探性进入，另外酿酒、食品等大消费板块强势，机场航运、石油等板块跌幅居前，昨日领涨的农业板块今日迎来调整 ...展开全文c', '2018-06-20 05:46:23')
('最后回顾一下操作，我简单说下，先说亚夏汽车，昨天做的操作是减仓倒T，先出掉停牌之前的两个涨停板的利润，然后在水下5点之下的位置减仓吃了一小笔，收盘被套，今天开盘直接跌停，最大亏损15点左右，随后我在封单还有22W手的时候迅速发帖，预计马上开板，结果不到一分钟兑现开板，随后发帖大力吃货地 ...展开全文c', '2018-06-20 05:36:21')
('周三沪指在连续下跌后终于放慢了杀跌的步伐，但这种走势很难让我们判断2870附近会成为波段底部，成交量只有1530个亿左右，反抽力度非常弱势，权重股昨天反抽今天就砸盘，这里高喊重仓抄底的真的很让人担心。千股跌停的悲剧昨天才上演，这么明显的破位，短期之内难以修复，尤其是缩量小幅反抽走势，更像 ...展开全文c', '2018-06-20 04:07:33')
('$亚夏汽车 sz002607$ 这个走势真是牛逼，停牌前我只有几手凑热闹今天果断全出完了，心脏不好就不去折腾了。包括深深宝A，南岭民爆，中原特钢在我微博上周五明确提示重组股清仓的时候相信各位应该都已经出了，如果还没出的这两天反弹也是离场机会，要是没有及时关注动态及时沟通的或许你已比别人 ...展开全文c', '2018-06-20 04:07:29')
('收评： 指数今日的反弹力度有点弱。300647(超频三)逆转，跟风的002607(亚夏汽车)冲板后被砸，很影响短线资金的心态。 钢铁指数今日领先，大涨4%，对指数贡献比较大。 目前市场没有主流热点，今日大涨品种，明日可能就给你分化，指数前期杀的太厉害，资金信心不足，必然导致持股周期很短，因此，明天的 ...展开全文c', '2018-06-20 03:07:58')
